"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","New Georeferenced Column"
"308489204","06/22/2025","18:58:00","BROOKLYN","INSIDE","81","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","25-44","M","BLACK","1,003,654","187,147","40.68034","-73.930039","POINT (-73.930039 40.68034)"
"311757224","08/24/2025","01:03:00","BROOKLYN","OUTSIDE","88","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","M","BLACK","990,097","192,780","40.695822","-73.978914","POINT (-73.978914 40.695822)"
"313570970","09/28/2025","01:12:00","BRONX","OUTSIDE","43","0","COMMERCIAL","BAR/NIGHT CLUB","N","(null)","(null)","(null)","45-64","M","WHITE HISPANIC","1,021,853","242,624","40.832551","-73.864117","POINT (-73.864117 40.832551)"
"311757222","08/23/2025","19:27:00","BRONX","OUTSIDE","47","0","PLAYGROUND","(null)","N","<18","M","BLACK","25-44","M","BLACK","1,028,261","257,789","40.87413587","-73.84086067","POINT (-73.84086067 40.87413587)"
"298756519","01/01/2025","23:18:00","QUEENS","OUTSIDE","103","0","COMMERCIAL","BAR/NIGHT CLUB","N","(null)","(null)","(null)","18-24","F","BLACK","1,036,944","194,475","40.700318","-73.809959","POINT (-73.809959 40.700318)"
"313373627","09/23/2025","22:20:00","BRONX","INSIDE","41","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","25-44","M","BLACK","1,013,070","238,702","40.82182","-73.895872","POINT (-73.895872 40.82182)"
"311327863","08/17/2025","03:27:00","BROOKLYN","OUTSIDE","71","0","COMMERCIAL","BAR/NIGHT CLUB","Y","25-44","M","BLACK","25-44","M","BLACK","995,600","182,496","40.66759","-73.959087","POINT (-73.959087 40.66759)"
"313028799","09/16/2025","14:30:00","MANHATTAN","OUTSIDE","7","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","18-24","M","BLACK","987,813","199,396","40.713981","-73.987146","POINT (-73.987146 40.713981)"
"304579781","04/11/2025","01:14:00","BROOKLYN","OUTSIDE","83","0","STREET","(null)","Y","25-44","M","BLACK","25-44","M","BLACK","1,009,606","188,105","40.682954","-73.908578","POINT (-73.908578 40.682954)"
"302377352","03/10/2025","22:40:00","QUEENS","OUTSIDE","113","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,040,051","185,174","40.6747607","-73.79883235","POINT (-73.79883235 40.6747607)"
"310871272","08/07/2025","22:30:00","BRONX","OUTSIDE","43","0","STREET","GROCERY/BODEGA","Y","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1,019,072","241,558","40.829636","-73.87417","POINT (-73.87417 40.829636)"
"305764953","05/02/2025","23:09:00","BROOKLYN","OUTSIDE","79","0","STREET","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","18-24","M","BLACK","1,000,381","192,386","40.694727","-73.941829","POINT (-73.941829 40.694727)"
"313716449","09/30/2025","17:56:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","(null)","(null)","(null)","25-44","F","BLACK","1,013,404","251,800","40.85777","-73.894607","POINT (-73.894607 40.85777)"
"303700019","03/26/2025","14:21:00","QUEENS","OUTSIDE","103","0","STREET","(null)","Y","<18","M","BLACK","<18","M","BLACK","1,043,590","195,903","40.70418623","-73.78597948","POINT (-73.78597948 40.70418623)"
"305004828","04/19/2025","02:30:00","BROOKLYN","OUTSIDE","88","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","993,693","192,830","40.695956","-73.965945","POINT (-73.965945 40.695956)"
"303772632","03/27/2025","21:09:00","BRONX","OUTSIDE","40","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,006,460","234,503","40.810313","-73.919769","POINT (-73.919769 40.810313)"
"303132108","03/18/2025","23:00:00","BROOKLYN","OUTSIDE","70","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","994,512","177,707","40.654446","-73.963015","POINT (-73.963015 40.654446)"
"312144301","08/31/2025","03:36:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","WHITE HISPANIC","25-44","M","BLACK","990,950","202,338","40.722055","-73.975829","POINT (-73.975829 40.722055)"
"312241636","09/02/2025","02:00:00","BRONX","OUTSIDE","48","0","STREET","HOSPITAL","Y","18-24","M","BLACK","18-24","M","BLACK","1,014,256","250,228","40.853451","-73.891536","POINT (-73.891536 40.853451)"
"307682167","06/06/2025","23:07:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK HISPANIC","1,006,321","181,792","40.66562622","-73.920443","POINT (-73.920443 40.66562622)"
"311877500","08/25/2025","21:08:00","BROOKLYN","OUTSIDE","61","0","STREET","(null)","N","25-44","M","BLACK","45-64","M","BLACK","1,000,565","156,826","40.597121","-73.941251","POINT (-73.941251 40.597121)"
"306554262","05/16/2025","17:35:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,002,693","184,461","40.672969","-73.933512","POINT (-73.933512 40.672969)"
"310352507","07/28/2025","05:58:00","BRONX","OUTSIDE","45","0","STREET","MULTI DWELL - APT BUILD","Y","25-44","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","1,028,867","236,931","40.816894","-73.838807","POINT (-73.838807 40.816894)"
"308096531","06/15/2025","04:45:00","BRONX","OUTSIDE","52","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,018,056","262,031","40.885834","-73.877738","POINT (-73.877738 40.885834)"
"309409888","07/10/2025","13:46:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","<18","M","WHITE HISPANIC","<18","F","WHITE HISPANIC","1,008,463","248,355","40.848328","-73.912481","POINT (-73.912481 40.848328)"
"311661208","08/22/2025","16:03:00","BRONX","OUTSIDE","45","0","STREET","(null)","N","<18","M","BLACK","<18","F","WHITE HISPANIC","1,027,267","245,362","40.84003243","-73.84453462","POINT (-73.84453462 40.84003243)"
"309605579","07/14/2025","14:30:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","F","BLACK","25-44","F","BLACK","1,000,000","238,478","40.821238","-73.943094","POINT (-73.943094 40.821238)"
"304199342","04/04/2025","14:29:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","N","<18","M","BLACK","18-24","M","BLACK HISPANIC","1,005,517","255,164","40.86701515","-73.92310894","POINT (-73.92310894 40.86701515)"
"299382241","01/13/2025","21:15:00","MANHATTAN","OUTSIDE","30","0","STREET","(null)","N","<18","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","997,512","239,558","40.824207","-73.95208","POINT (-73.95208 40.824207)"
"313250415","09/20/2025","22:00:00","BRONX","OUTSIDE","49","0","STREET","HOSPITAL","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","1,026,692","251,697","40.857432","-73.846573","POINT (-73.846573 40.857432)"
"305637547","04/30/2025","22:00:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,008,608","178,434","40.656413","-73.912211","POINT (-73.912211 40.656413)"
"305764954","05/03/2025","02:22:00","BRONX","OUTSIDE","40","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1,010,515","236,824","40.816674","-73.905109","POINT (-73.905109 40.816674)"
"313635117","09/29/2025","04:17:00","QUEENS","OUTSIDE","102","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,032,506","190,693","40.68995341","-73.82599315","POINT (-73.82599315 40.68995341)"
"299683365","01/18/2025","17:30:00","QUEENS","OUTSIDE","113","0","STREET","(null)","Y","45-64","M","BLACK","45-64","M","BLACK","1,053,262","194,744","40.70093491","-73.7511077","POINT (-73.7511077 40.70093491)"
"305637544","04/30/2025","19:45:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,017,326","245,083","40.839319","-73.880464","POINT (-73.880464 40.839319)"
"310352508","07/28/2025","20:50:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","1,004,499","239,592","40.824288","-73.926836","POINT (-73.926836 40.824288)"
"310352509","07/28/2025","05:00:00","BROOKLYN","INSIDE","83","0","DWELLING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK","25-44","M","WHITE HISPANIC","1,005,474","194,101","40.699422","-73.923459","POINT (-73.923459 40.699422)"
"312817515","09/12/2025","21:20:00","QUEENS","OUTSIDE","115","0","STREET","(null)","Y","18-24","M","BLACK","18-24","F","BLACK","1,019,405","216,840","40.761791","-73.873095","POINT (-73.873095 40.761791)"
"305034044","04/19/2025","22:19:00","BROOKLYN","OUTSIDE","67","0","COMMERCIAL","SMALL MERCHANT","N","25-44","M","BLACK","45-64","M","BLACK","1,003,890","172,805","40.640973","-73.929232","POINT (-73.929232 40.640973)"
"309492262","07/12/2025","09:53:00","BRONX","OUTSIDE","52","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","25-44","M","BLACK","1,019,582","259,726","40.8795","-73.872232","POINT (-73.872232 40.8795)"
"306214612","05/10/2025","16:18:00","QUEENS","OUTSIDE","113","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK HISPANIC","18-24","M","BLACK","1,044,258","189,029","40.685325","-73.783631","POINT (-73.783631 40.685325)"
"311929407","08/26/2025","08:40:00","BROOKLYN","INSIDE","77","0","DWELLING","MULTI DWELL - APT BUILD","N","65+","M","BLACK","45-64","F","WHITE","993,973","184,838","40.67402","-73.964946","POINT (-73.964946 40.67402)"
"304361736","04/07/2025","15:40:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,013,772","246,899","40.84430647","-73.89329933","POINT (-73.89329933 40.84430647)"
"311757222","08/23/2025","19:27:00","BRONX","OUTSIDE","47","0","PLAYGROUND","(null)","N","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1,028,261","257,789","40.87413587","-73.84086067","POINT (-73.84086067 40.87413587)"
"310413300","07/29/2025","16:45:00","BROOKLYN","OUTSIDE","62","0","STREET","(null)","N","18-24","M","WHITE","18-24","M","WHITE","985,022","155,633","40.593863","-73.997218","POINT (-73.997218 40.593863)"
"301609655","02/24/2025","16:49:00","BRONX","OUTSIDE","40","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,008,608","238,678","40.821769","-73.911993","POINT (-73.911993 40.821769)"
"309666554","07/15/2025","21:52:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,013,910","251,999","40.85830398","-73.892778","POINT (-73.892778 40.85830398)"
"300197278","01/28/2025","14:54:00","QUEENS","OUTSIDE","113","0","STREET","(null)","N","18-24","M","BLACK","<18","M","BLACK","1,042,234","185,591","40.675902","-73.790958","POINT (-73.790958 40.675902)"
"310215605","07/25/2025","00:25:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","(null)","(null)","(null)","25-44","F","BLACK","1,008,787","243,961","40.836266","-73.911328","POINT (-73.911328 40.836266)"
"312434897","09/05/2025","23:33:00","QUEENS","OUTSIDE","116","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK","1,057,339","185,206","40.674731","-73.736506","POINT (-73.736506 40.674731)"
"302377353","03/10/2025","17:25:00","BROOKLYN","INSIDE","77","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","<18","M","BLACK","18-24","M","BLACK","1,005,432","185,232","40.675081","-73.923638","POINT (-73.923638 40.675081)"
"305570692","04/29/2025","21:50:00","BRONX","OUTSIDE","47","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,023,736","262,685","40.88759525","-73.85719372","POINT (-73.85719372 40.88759525)"
"309874796","07/19/2025","17:45:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","1,020,443","183,963","40.671549","-73.869526","POINT (-73.869526 40.671549)"
"299382241","01/13/2025","21:15:00","MANHATTAN","OUTSIDE","30","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK HISPANIC","997,512","239,558","40.824207","-73.95208","POINT (-73.95208 40.824207)"
"309611015","07/14/2025","12:55:00","BRONX","OUTSIDE","43","0","STREET","(null)","N","18-24","M","BLACK HISPANIC","25-44","M","BLACK","1,020,791","241,887","40.830532","-73.867957","POINT (-73.867957 40.830532)"
"308717968","06/26/2025","22:40:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,012,575","171,356","40.636975","-73.897943","POINT (-73.897943 40.636975)"
"308800535","06/28/2025","15:53:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1,008,787","247,061","40.844776","-73.911317","POINT (-73.911317 40.844776)"
"311327863","08/17/2025","03:27:00","BROOKLYN","OUTSIDE","71","0","COMMERCIAL","BAR/NIGHT CLUB","Y","18-24","M","BLACK","25-44","M","BLACK","995,600","182,496","40.66759","-73.959087","POINT (-73.959087 40.66759)"
"311931930","08/26/2025","08:10:00","BRONX","OUTSIDE","46","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","BLACK","1,010,906","248,102","40.847626","-73.903654","POINT (-73.903654 40.847626)"
"306991088","05/24/2025","20:15:00","BRONX","OUTSIDE","41","0","STREET","(null)","N","<18","M","BLACK","25-44","M","WHITE HISPANIC","1,016,221","235,286","40.812432","-73.884504","POINT (-73.884504 40.812432)"
"310305118","07/27/2025","19:21:00","BRONX","OUTSIDE","43","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","18-24","M","BLACK","1,019,938","243,590","40.835211","-73.871029","POINT (-73.871029 40.835211)"
"298877583","01/03/2025","19:33:00","BROOKLYN","OUTSIDE","60","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","985,975","148,995","40.575643","-73.99379","POINT (-73.99379 40.575643)"
"311327863","08/17/2025","03:27:00","BROOKLYN","OUTSIDE","71","0","COMMERCIAL","BAR/NIGHT CLUB","N","25-44","M","BLACK","18-24","M","BLACK","995,600","182,496","40.66759","-73.959087","POINT (-73.959087 40.66759)"
"312764904","09/11/2025","23:53:00","BROOKLYN","OUTSIDE","79","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","F","BLACK","999,134","190,013","40.688215","-73.946331","POINT (-73.946331 40.688215)"
"299453927","01/14/2025","21:20:00","BROOKLYN","OUTSIDE","73","0","COMMERCIAL","GROCERY/BODEGA","N","25-44","M","BLACK","25-44","M","BLACK","1,009,652","183,399","40.670038","-73.908428","POINT (-73.908428 40.670038)"
"309611016","07/14/2025","16:50:00","MANHATTAN","OUTSIDE","28","0","STREET","MULTI DWELL - APT BUILD","Y","25-44","M","BLACK","25-44","M","BLACK","998,887","232,756","40.805534","-73.947127","POINT (-73.947127 40.805534)"
"313028799","09/16/2025","14:30:00","MANHATTAN","OUTSIDE","7","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK","987,813","199,396","40.713981","-73.987146","POINT (-73.987146 40.713981)"
"305304921","04/24/2025","22:04:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,008,932","186,721","40.679158","-73.911012","POINT (-73.911012 40.679158)"
"309560882","07/13/2025","21:35:00","BROOKLYN","OUTSIDE","77","0","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","(null)","(null)","(null)","18-24","M","BLACK","1,004,594","185,427","40.675616","-73.926657","POINT (-73.926657 40.675616)"
"310613386","08/02/2025","04:25:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1,005,778","255,287","40.867362","-73.922163","POINT (-73.922163 40.867362)"
"305182561","04/22/2025","21:45:00","BRONX","INSIDE","46","0","DWELLING","MULTI DWELL - APT BUILD","N","18-24","M","WHITE HISPANIC","18-24","M","BLACK","1,009,538","248,889","40.849793","-73.908595","POINT (-73.908595 40.849793)"
"304641478","04/12/2025","12:57:00","BRONX","OUTSIDE","43","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK HISPANIC","1,021,276","238,398","40.820954","-73.866223","POINT (-73.866223 40.820954)"
"301479775","02/21/2025","07:05:00","BROOKLYN","OUTSIDE","67","0","DWELLING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK","18-24","M","BLACK HISPANIC","997,703","178,036","40.655344","-73.951514","POINT (-73.951514 40.655344)"
"308594661","06/24/2025","04:20:00","BRONX","OUTSIDE","46","0","STREET","(null)","Y","25-44","M","BLACK","18-24","M","WHITE HISPANIC","1,006,371","250,007","40.852867","-73.920038","POINT (-73.920038 40.852867)"
"313328608","09/22/2025","08:20:00","QUEENS","OUTSIDE","105","0","STREET","(null)","Y","<18","M","BLACK","<18","M","BLACK","1,055,213","193,057","40.696298","-73.74409","POINT (-73.74409 40.696298)"
"313506297","09/26/2025","03:59:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","1,006,466","254,541","40.865311","-73.91968","POINT (-73.91968 40.865311)"
"310276532","07/26/2025","21:24:00","BRONX","OUTSIDE","42","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","<18","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,012,201","240,878","40.827795","-73.899003","POINT (-73.899003 40.827795)"
"310276536","07/26/2025","00:50:00","MANHATTAN","OUTSIDE","6","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","984,687","204,757","40.728697","-73.998422","POINT (-73.998422 40.728697)"
"308455428","06/22/2025","05:35:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","<18","M","BLACK","25-44","M","BLACK","1,008,949","180,854","40.663054","-73.910972","POINT (-73.910972 40.663054)"
"301321141","02/14/2025","22:00:00","STATEN ISLAND","OUTSIDE","120","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","955,760","164,018","40.616831","-74.102618","POINT (-74.102618 40.616831)"
"308895330","07/01/2025","01:35:00","STATEN ISLAND","OUTSIDE","120","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","960,349","172,474","40.640055","-74.086121","POINT (-74.086121 40.640055)"
"312151472","08/31/2025","05:45:00","BRONX","OUTSIDE","47","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,030,536","255,733","40.86848115","-73.83264872","POINT (-73.83264872 40.86848115)"
"310000252","07/21/2025","18:28:00","MANHATTAN","OUTSIDE","28","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","<18","M","BLACK","25-44","M","BLACK","997,917","231,005","40.80072072","-73.95063603","POINT (-73.95063603 40.80072072)"
"305266332","04/24/2025","03:25:00","BROOKLYN","INSIDE","70","0","DWELLING","PVT HOUSE","N","45-64","M","BLACK","25-44","M","BLACK","996,079","174,395","40.645351","-73.957374","POINT (-73.957374 40.645351)"
"304263629","04/05/2025","17:45:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1,009,234","247,586","40.846216","-73.909699","POINT (-73.909699 40.846216)"
"312202110","09/01/2025","19:34:00","BRONX","OUTSIDE","49","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,020,797","254,600","40.865427","-73.867866","POINT (-73.867866 40.865427)"
"309605579","07/14/2025","14:30:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","F","BLACK","1,000,000","238,478","40.821238","-73.943094","POINT (-73.943094 40.821238)"
"307680263","06/06/2025","16:15:00","BROOKLYN","OUTSIDE","77","0","STREET","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","18-24","M","BLACK","1,004,602","184,162","40.672144","-73.926631","POINT (-73.926631 40.672144)"
"305806355","05/04/2025","04:38:00","BROOKLYN","OUTSIDE","88","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","<18","M","BLACK","991,150","192,509","40.695076","-73.975117","POINT (-73.975117 40.695076)"
"305364225","04/25/2025","18:23:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","<18","M","BLACK","25-44","F","BLACK","1,003,705","176,765","40.651845","-73.929888","POINT (-73.929888 40.651845)"
"307645264","06/05/2025","21:55:00","BRONX","OUTSIDE","42","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","<18","M","BLACK HISPANIC","1,010,452","239,610","40.82432","-73.905328","POINT (-73.905328 40.82432)"
"299313254","01/12/2025","12:53:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","BLACK","1,003,536","177,105","40.652778","-73.930494","POINT (-73.930494 40.652778)"
"307882015","06/10/2025","20:13:00","QUEENS","OUTSIDE","113","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,042,275","185,994","40.677006","-73.790809","POINT (-73.790809 40.677006)"
"312414243","09/05/2025","10:20:00","QUEENS","OUTSIDE","107","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","<18","M","WHITE HISPANIC","1,041,576","198,968","40.71261218","-73.79321722","POINT (-73.79321722 40.71261218)"
"306610276","05/17/2025","21:57:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","18-24","M","BLACK","1,014,679","179,606","40.65961","-73.890327","POINT (-73.890327 40.65961)"
"310966077","08/10/2025","00:52:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1,015,965","246,113","40.842152","-73.885375","POINT (-73.885375 40.842152)"
"298949942","01/03/2025","17:30:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","<18","M","BLACK","1,007,076","246,675","40.843722","-73.917502","POINT (-73.917502 40.843722)"
"312191853","09/01/2025","02:05:00","BROOKLYN","OUTSIDE","60","0","STREET","(null)","N","18-24","M","WHITE","18-24","M","WHITE","988,076","151,540","40.582628","-73.986225","POINT (-73.986225 40.582628)"
"301080543","02/13/2025","01:10:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","Y","45-64","M","BLACK","25-44","M","BLACK","1,005,176","174,875","40.64664336","-73.92459172","POINT (-73.92459172 40.64664336)"
"301860130","02/28/2025","19:12:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","N","<18","M","BLACK","25-44","M","BLACK","1,001,469","241,128","40.82849931","-73.93778057","POINT (-73.93778057 40.82849931)"
"305163494","04/22/2025","22:27:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","N","18-24","M","BLACK","45-64","F","BLACK","997,853","230,889","40.800413","-73.950866","POINT (-73.950866 40.800413)"
"305163492","04/22/2025","22:31:00","BRONX","OUTSIDE","40","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,008,227","232,203","40.803995","-73.913394","POINT (-73.913394 40.803995)"
"312371510","09/04/2025","02:49:00","BRONX","OUTSIDE","43","0","PLAYGROUND","PHOTO/COPY STORE","Y","18-24","M","BLACK","25-44","M","WHITE HISPANIC","1,016,899","243,645","40.83536418","-73.88201334","POINT (-73.88201334 40.83536418)"
"307819260","06/09/2025","20:17:00","BRONX","OUTSIDE","41","0","STREET","(null)","Y","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,015,842","236,510","40.815794","-73.885866","POINT (-73.885866 40.815794)"
"305252462","04/23/2025","16:54:00","BRONX","OUTSIDE","50","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","WHITE","1,011,704","255,784","40.868709","-73.900738","POINT (-73.900738 40.868709)"
"310231264","07/25/2025","19:48:00","MANHATTAN","OUTSIDE","26","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","996,434","235,757","40.813775","-73.955984","POINT (-73.955984 40.813775)"
"305252462","04/23/2025","16:54:00","BRONX","OUTSIDE","50","0","STREET","(null)","Y","<18","M","WHITE HISPANIC","25-44","M","WHITE","1,011,704","255,784","40.868709","-73.900738","POINT (-73.900738 40.868709)"
"306214613","05/10/2025","20:33:00","BRONX","OUTSIDE","40","0","STREET","GROCERY/BODEGA","N","<18","M","WHITE HISPANIC","25-44","M","BLACK","1,005,529","233,942","40.808777","-73.923131","POINT (-73.923131 40.808777)"
"310061971","07/22/2025","15:40:00","BRONX","OUTSIDE","47","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1,030,257","261,454","40.88418496","-73.83361818","POINT (-73.83361818 40.88418496)"
"311324884","08/16/2025","21:35:00","QUEENS","OUTSIDE","107","0","STREET","(null)","N","45-64","M","BLACK","45-64","M","ASIAN / PACIFIC ISLANDER","1,034,680","197,842","40.709574","-73.8181","POINT (-73.8181 40.709574)"
"309605577","07/14/2025","19:50:00","QUEENS","OUTSIDE","103","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","1,041,197","192,977","40.696179","-73.794634","POINT (-73.794634 40.696179)"
"305372450","04/26/2025","03:56:00","QUEENS","OUTSIDE","114","0","STREET","(null)","N","25-44","F","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER","1,009,113","219,613","40.76942832","-73.91023928","POINT (-73.91023928 40.76942832)"
"301942915","03/02/2025","20:38:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","1,000,086","229,653","40.797017","-73.942803","POINT (-73.942803 40.797017)"
"300295604","01/30/2025","16:45:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","N","<18","M","BLACK","<18","M","BLACK","1,001,187","184,894","40.674162","-73.938939","POINT (-73.938939 40.674162)"
"309456641","07/11/2025","01:00:00","BROOKLYN","INSIDE","75","0","COMMERCIAL","SOCIAL CLUB/POLICY LOCATI","N","25-44","M","BLACK HISPANIC","45-64","M","BLACK","1,015,378","177,864","40.654826","-73.887815","POINT (-73.887815 40.654826)"
"310613390","08/03/2025","03:30:00","QUEENS","OUTSIDE","110","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,028,239","216,107","40.759739","-73.841212","POINT (-73.841212 40.759739)"
"305034042","04/19/2025","22:14:00","BRONX","OUTSIDE","43","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","45-64","M","BLACK","1,020,880","236,792","40.81655","-73.867665","POINT (-73.867665 40.81655)"
"308455131","06/21/2025","09:30:00","BRONX","OUTSIDE","42","0","STREET","MULTI DWELL - APT BUILD","Y","25-44","M","BLACK","25-44","M","BLACK","1,016,398","243,887","40.83604","-73.883824","POINT (-73.883824 40.83604)"
"310357834","07/28/2025","18:28:00","MANHATTAN","INSIDE","18","0","COMMERCIAL","(null)","Y","25-44","M","BLACK","25-44","F","WHITE","991,647","215,481","40.758128","-73.973298","POINT (-73.973298 40.758128)"
